"วันที่"|"สัญชาติ"|"จำนวน"
"2023-06-27"|"FRA"|"1"
"2023-06-27"|"VNM"|"1"
"2023-06-27"|"TWN"|"1"
"2023-06-27"|"CHN"|"1"
"2023-06-27"|"DEU"|"1"
"2023-06-27"|"CHN"|"1"
"2023-06-27"|"CHN"|"1"
"2023-06-27"|"CHN"|"1"
"2023-06-27"|"KOR"|"1"
"2023-06-27"|"CHN"|"1"
"2023-06-27"|"CHN"|"1"
"2023-06-27"|"JPN"|"1"
"2023-06-27"|"KOR"|"1"
"2023-06-27"|"KOR"|"1"
"2023-06-27"|"KOR"|"1"
"2023-06-27"|"CHN"|"1"
"2023-06-27"|"CHN"|"1"
"2023-06-27"|"CHN"|"1"
"2023-06-27"|"KOR"|"1"
"2023-06-27"|"KOR"|"1"
"2023-06-28"|"KOR"|"1"
"2023-06-28"|"TWN"|"1"
"2023-06-28"|"AUS"|"1"
"2023-06-28"|"AUS"|"1"
"2023-06-28"|"AUS"|"1"
"2023-06-28"|"AUS"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"GBR"|"1"
"2023-06-28"|"MMR"|"1"
"2023-06-28"|"HKG"|"1"
"2023-06-28"|"DEU"|"1"
"2023-06-28"|"DEU"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"CHN"|"1"
"2023-06-28"|"KOR"|"1"
"2023-06-29"|"USA"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"MMR"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"DEU"|"1"
"2023-06-29"|"DEU"|"1"
"2023-06-29"|"NZL"|"1"
"2023-06-29"|"NZL"|"1"
"2023-06-29"|"USA"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"AUS"|"1"
"2023-06-29"|"AUS"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"SGP"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"JPN"|"1"
"2023-06-29"|"JPN"|"1"
"2023-06-29"|"JPN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"CHN"|"1"
"2023-06-29"|"USA"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"MMR"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"HKG"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"TWN"|"1"
"2023-06-30"|"TWN"|"1"
"2023-06-30"|"TWN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"TWN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"GBR"|"1"
"2023-06-30"|"HKG"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"KOR"|"1"
"2023-06-30"|"KOR"|"1"
"2023-06-30"|"KOR"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-06-30"|"CHN"|"1"
"2023-07-01"|"TWN"|"1"
"2023-07-01"|"CHN"|"1"
"2023-07-01"|"CHN"|"1"
"2023-07-01"|"CHN"|"1"
"2023-07-01"|"KOR"|"1"
"2023-07-01"|"KOR"|"1"
"2023-07-01"|"KOR"|"1"
"2023-07-01"|"CHN"|"1"
"2023-07-01"|"CHN"|"1"
"2023-07-02"|"TWN"|"1"
"2023-07-02"|"CHN"|"1"
"2023-07-02"|"CHN"|"1"
"2023-07-02"|"CHN"|"1"
"2023-07-02"|"KOR"|"1"
"2023-07-02"|"KOR"|"1"
"2023-07-02"|"KOR"|"1"
"2023-07-02"|"CHN"|"1"
"2023-07-02"|"CHN"|"1"
"2023-07-03"|"TWN"|"1"
"2023-07-03"|"CHN"|"1"
"2023-07-03"|"CHN"|"1"
"2023-07-03"|"CHN"|"1"
"2023-07-03"|"KOR"|"1"
"2023-07-03"|"KOR"|"1"
"2023-07-03"|"KOR"|"1"
"2023-07-03"|"CHN"|"1"
"2023-07-03"|"CHN"|"1"
"2023-07-04"|"TWN"|"1"
"2023-07-04"|"CHN"|"1"
"2023-07-04"|"CHN"|"1"
"2023-07-04"|"CHN"|"1"
"2023-07-04"|"KOR"|"1"
"2023-07-04"|"KOR"|"1"
"2023-07-04"|"KOR"|"1"
"2023-07-04"|"CHN"|"1"
"2023-07-04"|"CHN"|"1"
"2023-07-05"|"TWN"|"1"
"2023-07-05"|"CHN"|"1"
"2023-07-05"|"CHN"|"1"
"2023-07-05"|"CHN"|"1"
"2023-07-05"|"KOR"|"1"
"2023-07-05"|"KOR"|"1"
"2023-07-05"|"KOR"|"1"
"2023-07-05"|"CHN"|"1"
"2023-07-05"|"CHN"|"1"
"2023-07-06"|"TWN"|"1"
"2023-07-06"|"CHN"|"1"
"2023-07-06"|"CHN"|"1"
"2023-07-06"|"CHN"|"1"
"2023-07-06"|"KOR"|"1"
"2023-07-06"|"KOR"|"1"
"2023-07-06"|"KOR"|"1"
"2023-07-06"|"CHN"|"1"
"2023-07-06"|"CHN"|"1"
"2023-07-07"|"TWN"|"1"
"2023-07-07"|"CHN"|"1"
"2023-07-07"|"CHN"|"1"
"2023-07-07"|"CHN"|"1"
"2023-07-07"|"KOR"|"1"
"2023-07-07"|"KOR"|"1"
"2023-07-07"|"KOR"|"1"
"2023-07-07"|"CHN"|"1"
"2023-07-07"|"CHN"|"1"
"2023-07-08"|"TWN"|"1"
"2023-07-08"|"CHN"|"1"
"2023-07-08"|"CHN"|"1"
"2023-07-08"|"CHN"|"1"
"2023-07-08"|"KOR"|"1"
"2023-07-08"|"KOR"|"1"
"2023-07-08"|"KOR"|"1"
"2023-07-08"|"CHN"|"1"
"2023-07-08"|"CHN"|"1"
"2023-07-09"|"TWN"|"1"
"2023-07-09"|"CHN"|"1"
"2023-07-09"|"CHN"|"1"
"2023-07-09"|"CHN"|"1"
"2023-07-09"|"KOR"|"1"
"2023-07-09"|"KOR"|"1"
"2023-07-09"|"KOR"|"1"
"2023-07-09"|"CHN"|"1"
"2023-07-09"|"CHN"|"1"
"2023-07-10"|"TWN"|"1"
"2023-07-10"|"CHN"|"1"
"2023-07-10"|"CHN"|"1"
"2023-07-10"|"CHN"|"1"
"2023-07-10"|"KOR"|"1"
"2023-07-10"|"KOR"|"1"
"2023-07-10"|"KOR"|"1"
"2023-07-10"|"CHN"|"1"
"2023-07-10"|"CHN"|"1"
"2023-07-11"|"TWN"|"1"
"2023-07-11"|"CHN"|"1"
"2023-07-11"|"CHN"|"1"
"2023-07-11"|"CHN"|"1"
"2023-07-11"|"KOR"|"1"
"2023-07-11"|"KOR"|"1"
"2023-07-11"|"KOR"|"1"
"2023-07-11"|"CHN"|"1"
"2023-07-11"|"CHN"|"1"
"2023-07-17"|"TWN"|"1"
"2023-07-17"|"CHN"|"1"
"2023-07-17"|"CHN"|"1"
"2023-07-17"|"CHN"|"1"
"2023-07-17"|"KOR"|"1"
"2023-07-17"|"KOR"|"1"
"2023-07-17"|"KOR"|"1"
"2023-07-17"|"CHN"|"1"
"2023-07-17"|"CHN"|"1"
"2023-07-18"|"TWN"|"1"
"2023-07-18"|"CHN"|"1"
"2023-07-18"|"CHN"|"1"
"2023-07-18"|"CHN"|"1"
"2023-07-18"|"KOR"|"1"
"2023-07-18"|"KOR"|"1"
"2023-07-18"|"KOR"|"1"
"2023-07-18"|"CHN"|"1"
"2023-07-18"|"CHN"|"1"
"2023-07-19"|"TWN"|"1"
"2023-07-19"|"CHN"|"1"
"2023-07-19"|"CHN"|"1"
"2023-07-19"|"CHN"|"1"
"2023-07-19"|"KOR"|"1"
"2023-07-19"|"KOR"|"1"
"2023-07-19"|"KOR"|"1"
"2023-07-19"|"CHN"|"1"
"2023-07-19"|"CHN"|"1"
"2023-07-31"|"MMR"|"1"
"2023-07-31"|"CHN"|"1"
"2023-07-31"|"CAN"|"1"
"2023-07-31"|"CHN"|"1"
"2023-07-31"|"CHN"|"1"
"2023-07-31"|"AUS"|"1"
"2023-07-31"|"CHN"|"1"
"2023-07-31"|"GBR"|"1"
"2023-07-31"|"CHN"|"1"
"2023-07-31"|"CHN"|"1"
"2023-07-31"|"CHN"|"1"
"2023-07-31"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"TWN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"MMR"|"1"
"2023-07-30"|"KOR"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-30"|"CHN"|"1"
"2023-07-29"|"TWN"|"1"
"2023-07-29"|"CHN"|"1"
"2023-07-29"|"CHN"|"1"
"2023-07-29"|"CHN"|"1"
"2023-07-29"|"USA"|"1"
"2023-07-29"|"TWN"|"1"
"2023-07-29"|"CHN"|"1"
"2023-07-29"|"CHN"|"1"
"2023-07-29"|"JPN"|"1"
"2023-07-29"|"JPN"|"1"
"2023-07-28"|"TWN"|"1"
"2023-07-28"|"CHN"|"1"
"2023-07-28"|"CHN"|"1"
"2023-07-28"|"CHN"|"1"
"2023-07-28"|"USA"|"1"
"2023-07-28"|"TWN"|"1"
"2023-07-28"|"CHN"|"1"
"2023-07-28"|"CHN"|"1"
"2023-07-28"|"JPN"|"1"
"2023-07-28"|"JPN"|"1"
"2023-07-27"|"SGP"|"1"
"2023-07-27"|"CHN"|"1"
"2023-07-27"|"CHN"|"1"
"2023-07-27"|"CHN"|"1"
"2023-07-27"|"TWN"|"1"
"2023-07-27"|"CHN"|"1"
"2023-07-27"|"SGP"|"1"
"2023-07-27"|"CHN"|"1"
"2023-07-27"|"CHN"|"1"
"2023-07-27"|"CHN"|"1"
"2023-07-27"|"KOR"|"1"
"2023-07-27"|"KOR"|"1"
"2023-07-27"|"KOR"|"1"
"2023-07-27"|"USA"|"1"
"2023-07-27"|"KOR"|"1"
"2023-07-26"|"CHN"|"1"
"2023-07-26"|"CHN"|"1"
"2023-07-26"|"CHN"|"1"
"2023-07-26"|"TWN"|"1"
"2023-07-26"|"TWN"|"1"
"2023-07-26"|"CHN"|"1"
"2023-07-26"|"CHN"|"1"
"2023-07-26"|"CHN"|"1"
"2023-07-26"|"CHN"|"1"
"2023-07-26"|"CHN"|"1"
"2023-07-26"|"CHN"|"1"
"2023-07-26"|"KOR"|"1"
"2023-07-26"|"KOR"|"1"
"2023-07-26"|"KOR"|"1"
"2023-07-25"|"MMR"|"1"
"2023-07-25"|"MMR"|"1"
"2023-07-25"|"KOR"|"1"
"2023-07-25"|"CHN"|"1"
"2023-07-25"|"GBR"|"1"
"2023-07-25"|"FRA"|"1"
"2023-07-25"|"CHN"|"1"
"2023-07-25"|"TWN"|"1"
"2023-07-25"|"CHN"|"1"
"2023-07-25"|"CHN"|"1"
"2023-07-25"|"USA"|"1"
"2023-07-25"|"CHN"|"1"
"2023-07-25"|"CHN"|"1"
"2023-07-24"|"MMR"|"1"
"2023-07-24"|"MMR"|"1"
"2023-07-24"|"KOR"|"1"
"2023-07-24"|"CHN"|"1"
"2023-07-24"|"GBR"|"1"
"2023-07-24"|"FRA"|"1"
"2023-07-24"|"CHN"|"1"
"2023-07-24"|"TWN"|"1"
"2023-07-24"|"CHN"|"1"
"2023-07-24"|"CHN"|"1"
"2023-07-24"|"USA"|"1"
"2023-07-24"|"CHN"|"1"
"2023-07-24"|"CHN"|"1"
"2023-07-23"|"USA"|"1"
"2023-07-23"|"CHN"|"1"
"2023-07-23"|"CHN"|"1"
"2023-07-23"|"CHN"|"1"
"2023-07-23"|"JPN"|"1"
"2023-07-23"|"JPN"|"1"
"2023-07-23"|"AUS"|"1"
"2023-07-23"|"AUS"|"1"
"2023-07-23"|"AUS"|"1"
"2023-07-23"|"AUS"|"1"
"2023-07-23"|"USA"|"1"
"2023-07-23"|"USA"|"1"
"2023-07-23"|"USA"|"1"
"2023-07-23"|"CHN"|"1"
"2023-07-23"|"KOR"|"1"
"2023-07-23"|"KOR"|"1"
"2023-07-23"|"CHN"|"1"
"2023-07-21"|"CHN"|"1"
"2023-07-21"|"CHN"|"1"
"2023-07-21"|"MMR"|"1"
"2023-07-21"|"CHN"|"1"
"2023-07-21"|"CHN"|"1"
"2023-07-21"|"CHN"|"1"
"2023-07-21"|"CHN"|"1"
"2023-07-21"|"CHN"|"1"
"2023-07-21"|"TWN"|"1"
"2023-07-21"|"CAN"|"1"
"2023-07-21"|"CHN"|"1"
"2023-07-21"|"MMR"|"1"
"2023-07-21"|"USA"|"1"
"2023-07-21"|"CHN"|"1"
"2023-07-20"|"CHN"|"1"
"2023-07-20"|"CHN"|"1"
"2023-07-20"|"CHN"|"1"
"2023-07-20"|"CHN"|"1"
"2023-07-20"|"CHN"|"1"
"2023-07-20"|"USA"|"1"
"2023-07-20"|"TWN"|"1"
"2023-07-20"|"TWN"|"1"
"2023-07-20"|"CHN"|"1"
"2023-07-20"|"KOR"|"1"
"2023-07-20"|"KOR"|"1"
"2023-07-22"|"CHN"|"1"
"2023-07-22"|"CHN"|"1"
"2023-07-22"|"CHN"|"1"
"2023-07-22"|"USA"|"1"
"2023-07-22"|"CHN"|"1"
"2023-07-22"|"CHN"|"1"
"2023-07-22"|"USA"|"1"
"2023-07-22"|"CHN"|"1"
"2023-07-22"|"USA"|"1"
"2023-07-22"|"CHN"|"1"
"2023-07-22"|"CHN"|"1"
"2023-07-22"|"JPN"|"1"
"2023-07-22"|"CHN"|"1"
"2023-07-16"|"CHN"|"1"
"2023-07-16"|"CHN"|"1"
"2023-07-16"|"CHN"|"1"
"2023-07-16"|"USA"|"1"
"2023-07-16"|"CHN"|"1"
"2023-07-16"|"CHN"|"1"
"2023-07-16"|"USA"|"1"
"2023-07-16"|"CHN"|"1"
"2023-07-16"|"USA"|"1"
"2023-07-16"|"CHN"|"1"
"2023-07-16"|"CHN"|"1"
"2023-07-16"|"JPN"|"1"
"2023-07-16"|"CHN"|"1"
"2023-07-15"|"CHN"|"1"
"2023-07-15"|"NZL"|"1"
"2023-07-15"|"FRA"|"1"
"2023-07-15"|"JPN"|"1"
"2023-07-15"|"JPN"|"1"
"2023-07-15"|"USA"|"1"
"2023-07-15"|"JPN"|"1"
"2023-07-14"|"IRL"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"TWN"|"1"
"2023-07-14"|"DEU"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"USA"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"USA"|"1"
"2023-07-14"|"CHN"|"1"
"2023-07-14"|"HKG"|"1"
"2023-07-14"|"MMR"|"1"
"2023-07-14"|"MMR"|"1"
"2023-07-13"|"CHN"|"1"
"2023-07-13"|"CHN"|"1"
"2023-07-13"|"CHN"|"1"
"2023-07-13"|"AUS"|"1"
"2023-07-13"|"KOR"|"1"
"2023-07-13"|"CHN"|"1"
"2023-07-13"|"USA"|"1"
"2023-07-13"|"USA"|"1"
"2023-07-13"|"USA"|"1"
"2023-07-12"|"CHN"|"1"
"2023-07-12"|"CHN"|"1"
"2023-07-12"|"CHN"|"1"
"2023-07-12"|"CHN"|"1"
"2023-07-12"|"CHN"|"1"
"2023-07-12"|"CHN"|"1"
"2023-07-12"|"GBR"|"1"
"2023-07-12"|"CHN"|"1"
"2023-07-12"|"CHN"|"1"
"2023-07-12"|"CHN"|"1"
"2023-07-12"|"USA"|"1"
"2023-08-01"|"CHN"|"1"
"2023-08-01"|"HKG"|"1"
"2023-08-01"|"TWN"|"1"
"2023-08-01"|"JPN"|"1"
"2023-08-01"|"GBR"|"1"
"2023-08-01"|"CHN"|"1"
"2023-08-01"|"CHN"|"1"
"2023-08-01"|"CHN"|"1"
"2023-08-01"|"CHN"|"1"
"2023-08-01"|"NZL"|"1"
"2023-08-01"|"KOR"|"1"
"2023-08-01"|"CHN"|"1"
"2023-08-01"|"CHN"|"1"
"2023-08-01"|"CHN"|"1"
"2023-08-01"|"CHN"|"1"
"2023-08-02"|"USA"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"TWN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"TWN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"ITA"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"CHN"|"1"
"2023-08-02"|"KOR"|"1"
"2023-08-02"|"KOR"|"1"
"2023-08-03"|"KOR"|"1"
"2023-08-03"|"KOR"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"KOR"|"1"
"2023-08-03"|"DEU"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"USA"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"USA"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-03"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"GBR"|"1"
"2023-08-04"|"GBR"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-04"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"MMR"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"CHN"|"1"
"2023-08-05"|"KOR"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-06"|"GBR"|"1"
"2023-08-06"|"SGP"|"1"
"2023-08-06"|"USA"|"1"
"2023-08-06"|"SGP"|"1"
"2023-08-06"|"TWN"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-06"|"TWN"|"1"
"2023-08-06"|"TWN"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-06"|"VNM"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-06"|"DNK"|"1"
"2023-08-06"|"KOR"|"1"
"2023-08-06"|"KOR"|"1"
"2023-08-06"|"KOR"|"1"
"2023-08-06"|"CHN"|"1"
"2023-08-07"|"CHN"|"1"
"2023-08-07"|"CHN"|"1"
"2023-08-07"|"CHN"|"1"
"2023-08-07"|"MMR"|"1"
"2023-08-07"|"CHN"|"1"
"2023-08-07"|"CHN"|"1"
"2023-08-07"|"CHN"|"1"
"2023-08-07"|"CHN"|"1"
"2023-08-07"|"KOR"|"1"
"2023-08-07"|"CHN"|"1"
"2023-08-07"|"CHN"|"1"
"2023-08-07"|"DEU"|"1"
"2023-08-07"|"KOR"|"1"
"2023-08-08"|"CHN"|"1"
"2023-08-08"|"CHN"|"1"
"2023-08-08"|"CHN"|"1"
"2023-08-08"|"TWN"|"1"
"2023-08-08"|"USA"|"1"
"2023-08-08"|"USA"|"1"
"2023-08-08"|"MMR"|"1"
"2023-08-08"|"CHN"|"1"
"2023-08-08"|"CHN"|"1"
"2023-08-08"|"CHN"|"1"
"2023-08-08"|"CHN"|"1"
"2023-08-08"|"USA"|"1"
"2023-08-08"|"CHN"|"1"
"2023-08-09"|"CHN"|"1"
"2023-08-09"|"GBR"|"1"
"2023-08-09"|"CAN"|"1"
"2023-08-09"|"FRA"|"1"
"2023-08-09"|"BEL"|"1"
"2023-08-09"|"CHN"|"1"
"2023-08-09"|"CHN"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-10"|"TWN"|"1"
"2023-08-10"|"MMR"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-10"|"AUS"|"1"
"2023-08-10"|"DEU"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-10"|"KOR"|"1"
"2023-08-10"|"KOR"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-10"|"KOR"|"1"
"2023-08-10"|"CHN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"TWN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"PAK"|"1"
"2023-08-11"|"CAN"|"1"
"2023-08-11"|"CAN"|"1"
"2023-08-11"|"CAN"|"1"
"2023-08-11"|"CAN"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"MMR"|"1"
"2023-08-11"|"CHN"|"1"
"2023-08-11"|"KOR"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"SGP"|"1"
"2023-08-12"|"JPN"|"1"
"2023-08-12"|"MMR"|"1"
"2023-08-12"|"TWN"|"1"
"2023-08-12"|"KOR"|"1"
"2023-08-12"|"KOR"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"DEU"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-12"|"CHN"|"1"
"2023-08-13"|"USA"|"1"
"2023-08-13"|"CHN"|"1"
"2023-08-13"|"CHN"|"1"
"2023-08-13"|"CHN"|"1"
"2023-08-13"|"CHN"|"1"
"2023-08-13"|"CHN"|"1"
"2023-08-13"|"MMR"|"1"
"2023-08-13"|"MMR"|"1"
"2023-08-13"|"MMR"|"1"
"2023-08-13"|"MMR"|"1"
"2023-08-13"|"KOR"|"1"
"2023-08-14"|"CHN"|"1"
"2023-08-14"|"CHN"|"1"
"2023-08-14"|"TWN"|"1"
"2023-08-14"|"CHN"|"1"
"2023-08-14"|"BRA"|"1"
"2023-08-14"|"USA"|"1"
"2023-08-14"|"USA"|"1"
"2023-08-14"|"CHN"|"1"
"2023-08-15"|"KOR"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"TWN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"AUS"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-16"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"KOR"|"1"
"2023-08-17"|"KOR"|"1"
"2023-08-17"|"KOR"|"1"
"2023-08-17"|"KOR"|"1"
"2023-08-17"|"MYS"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"DEU"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"AUS"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"USA"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"KOR"|"1"
"2023-08-17"|"CHN"|"1"
"2023-08-17"|"KOR"|"1"
"2023-08-18"|"CHN"|"1"
"2023-08-18"|"CHN"|"1"
"2023-08-18"|"CHN"|"1"
"2023-08-18"|"CHN"|"1"
"2023-08-18"|"SGP"|"1"
"2023-08-18"|"CHN"|"1"
"2023-08-18"|"CHN"|"1"
"2023-08-18"|"CHN"|"1"
